id|siCardNumber|twentyFourHour|weekDay|fourWeekCounter|twelveHourTimer|subSecond|origFromNode|radioMessageId|sentToMeos|createdDate
6143|5861|1|1|0|36000|0|2|6143|1|2016-04-06 07:07:01.160091
6144|5862|1|1|0|36000|0|2|6144|1|2016-04-06 07:07:06.402669
6145|5863|1|1|0|36000|0|2|6145|1|2016-04-06 07:07:11.425416
6146|5864|1|1|0|36000|0|2|6146|1|2016-04-06 07:07:16.545056
6147|5865|1|1|0|36000|0|2|6147|1|2016-04-06 07:07:21.661448
6148|5866|1|1|0|36000|0|2|6148|1|2016-04-06 07:07:26.767235
6149|5867|1|1|0|36000|0|2|6149|1|2016-04-06 07:07:31.885928
6150|5868|1|1|0|36000|0|2|6150|1|2016-04-06 07:07:37.001452
6151|5869|1|1|0|36000|0|2|6151|1|2016-04-06 07:07:42.107493
6152|5870|1|1|0|36000|0|2|6152|1|2016-04-06 07:07:47.245697
6153|5871|1|1|0|36000|0|2|6153|1|2016-04-06 07:07:52.286087
6154|5872|1|1|0|36000|0|2|6154|1|2016-04-06 07:07:57.410779
6155|5873|1|1|0|36000|0|2|6155|1|2016-04-06 07:08:02.646873
6156|5874|1|1|0|36000|0|2|6156|1|2016-04-06 07:08:07.647393
6157|5875|1|1|0|36000|0|2|6157|1|2016-04-06 07:08:12.647980
6158|5876|1|1|0|36000|0|2|6158|1|2016-04-06 07:08:17.794805
6159|5877|1|1|0|36000|0|2|6159|1|2016-04-06 07:08:22.960886
6160|5878|1|1|0|36000|0|2|6160|1|2016-04-06 07:08:28.106383
6161|5879|1|1|0|36000|0|2|6161|1|2016-04-06 07:08:33.129183
6162|5880|1|1|0|36000|0|2|6162|1|2016-04-06 07:08:38.262524
6163|5881|1|1|0|36000|0|2|6163|1|2016-04-06 07:08:43.389819
6164|5882|1|1|0|36000|0|2|6164|1|2016-04-06 07:08:48.513799
6165|5883|1|1|0|36000|0|2|6165|1|2016-04-06 07:08:53.558333
6166|5884|1|1|0|36000|0|2|6166|1|2016-04-06 07:08:58.700053
6167|5885|1|1|0|36000|0|2|6167|1|2016-04-06 07:09:03.726295
6168|5886|1|1|0|36000|0|2|6168|1|2016-04-06 07:09:08.892148
6169|5887|1|1|0|36000|0|2|6169|1|2016-04-06 07:09:14.025271
6170|5888|1|1|0|36000|0|2|6170|1|2016-04-06 07:09:19.154317
6171|5889|1|1|0|36000|0|2|6171|1|2016-04-06 07:09:24.302348
6172|5890|1|1|0|36000|0|2|6172|1|2016-04-06 07:09:29.337932
6173|5891|1|1|0|36000|0|2|6173|1|2016-04-06 07:09:34.487212
6174|5892|1|1|0|36000|0|2|6174|1|2016-04-06 07:09:39.626183
6175|5893|1|1|0|36000|0|2|6175|1|2016-04-06 07:09:44.754936
6176|5894|1|1|0|36000|0|2|6176|1|2016-04-06 07:09:49.755635
6177|5895|1|1|0|36000|0|2|6177|1|2016-04-06 07:09:54.805470
6178|5896|1|1|0|36000|0|2|6178|1|2016-04-06 07:09:59.942838
6179|5897|1|1|0|36000|0|2|6179|1|2016-04-06 07:10:05.177388
6180|5898|1|1|0|36000|0|2|6180|1|2016-04-06 07:10:10.213285
6181|5899|1|1|0|36000|0|2|6181|1|2016-04-06 07:10:15.344276
6182|5900|1|1|0|36000|0|2|6182|1|2016-04-06 07:10:20.491628
6183|5901|1|1|0|36000|0|2|6183|1|2016-04-06 07:10:25.493117
6184|5902|1|1|0|36000|0|2|6184|1|2016-04-06 07:10:30.629801
6185|5903|1|1|0|36000|0|2|6185|1|2016-04-06 07:10:35.682970
6186|5904|1|1|0|36000|0|2|6186|1|2016-04-06 07:10:40.790605
6187|5905|1|1|0|36000|0|2|6187|1|2016-04-06 07:10:45.809873
6188|5906|1|1|0|36000|0|2|6188|1|2016-04-06 07:10:51.038911
6189|5907|1|1|0|36000|0|2|6189|1|2016-04-06 07:10:56.086087
6190|5908|1|1|0|36000|0|2|6190|1|2016-04-06 07:11:01.140943
6191|5909|1|1|0|36000|0|2|6191|1|2016-04-06 07:11:06.375517
6192|5910|1|1|0|36000|0|2|6192|1|2016-04-06 07:11:11.435671
6193|5911|1|1|0|36000|0|2|6193|1|2016-04-06 07:11:16.468205
6194|5912|1|1|0|36000|0|2|6194|1|2016-04-06 07:11:21.699625
6195|5913|1|1|0|36000|0|2|6195|1|2016-04-06 07:11:26.787579
6196|5914|1|1|0|36000|0|2|6196|1|2016-04-06 07:11:31.879407
6197|5915|1|1|0|36000|0|2|6197|1|2016-04-06 07:11:36.978219
6198|5916|1|1|0|36000|0|2|6198|1|2016-04-06 07:11:42.092530
6199|5917|1|1|0|36000|0|2|6199|1|2016-04-06 07:11:47.213764
6200|5918|1|1|0|36000|0|2|6200|1|2016-04-06 07:11:52.350726
6201|5919|1|1|0|36000|0|2|6201|1|2016-04-06 07:11:57.373184
6202|5920|1|1|0|36000|0|2|6202|1|2016-04-06 07:12:02.442563
6203|5921|1|1|0|36000|0|2|6203|1|2016-04-06 07:12:07.605241
6204|5922|1|1|0|36000|0|2|6204|1|2016-04-06 07:12:12.760692
6205|5923|1|1|0|36000|0|2|6205|1|2016-04-06 07:12:17.792357
6206|5924|1|1|0|36000|0|2|6206|1|2016-04-06 07:12:22.837453
6207|5925|1|1|0|36000|0|2|6207|1|2016-04-06 07:12:28.014253
6208|5926|1|1|0|36000|0|2|6208|1|2016-04-06 07:12:33.079758
6209|5927|1|1|0|36000|0|2|6209|1|2016-04-06 07:12:38.256835
6210|5928|1|1|0|36000|0|2|6210|1|2016-04-06 07:12:43.393110
6211|5929|1|1|0|36000|0|2|6211|1|2016-04-06 07:12:48.518941
6212|5930|1|1|0|36000|0|2|6212|1|2016-04-06 07:12:53.558810
6213|5931|1|1|0|36000|0|2|6213|1|2016-04-06 07:12:58.690620
6214|5932|1|1|0|36000|0|2|6214|1|2016-04-06 07:13:03.769868
6215|5933|1|1|0|36000|0|2|6215|1|2016-04-06 07:13:08.960797
6216|5934|1|1|0|36000|0|2|6216|1|2016-04-06 07:13:14.046033
6217|5935|1|1|0|36000|0|2|6217|1|2016-04-06 07:13:19.095350
6218|5936|1|1|0|36000|0|2|6218|1|2016-04-06 07:13:24.265623
6219|5937|1|1|0|36000|0|2|6219|1|2016-04-06 07:13:29.329393
6220|5938|1|1|0|36000|0|2|6220|1|2016-04-06 07:13:34.487584
6221|5939|1|1|0|36000|0|2|6221|1|2016-04-06 07:13:39.518026
6222|5940|1|1|0|36000|0|2|6222|1|2016-04-06 07:13:44.573799
6223|5941|1|1|0|36000|0|2|6223|1|2016-04-06 07:13:49.732638
6224|5942|1|1|0|36000|0|2|6224|1|2016-04-06 07:13:54.890925
6225|5943|1|1|0|36000|0|2|6225|1|2016-04-06 07:13:59.943359
6226|5944|1|1|0|36000|0|2|6226|1|2016-04-06 07:14:05.027537
6227|5945|1|1|0|36000|0|2|6227|1|2016-04-06 07:14:10.162381
6228|5946|1|1|0|36000|0|2|6228|1|2016-04-06 07:14:15.353615
6229|5947|1|1|0|36000|0|2|6229|1|2016-04-06 07:14:20.406790
6230|5948|1|1|0|36000|0|2|6230|1|2016-04-06 07:14:25.550726
6231|5949|1|1|0|36000|0|2|6231|1|2016-04-06 07:14:30.616959
6232|5950|1|1|0|36000|0|2|6232|1|2016-04-06 07:14:35.776578
6233|5951|1|1|0|36000|0|2|6233|1|2016-04-06 07:14:40.845862
6234|5952|1|1|0|36000|0|2|6234|1|2016-04-06 07:14:45.918543
6235|5953|1|1|0|36000|0|2|6235|1|2016-04-06 07:14:51.099259
6236|5954|1|1|0|36000|0|2|6236|1|2016-04-06 07:14:56.132592
6237|5955|1|1|0|36000|0|2|6237|1|2016-04-06 07:15:01.205713
6238|5956|1|1|0|36000|0|2|6238|1|2016-04-06 07:15:06.362324
6239|5957|1|1|0|36000|0|2|6239|1|2016-04-06 07:15:11.541908
6240|5958|1|1|0|36000|0|2|6240|1|2016-04-06 07:15:16.582830
6241|5959|1|1|0|36000|0|2|6241|1|2016-04-06 07:15:21.709716
6242|5960|1|1|0|36000|0|2|6242|1|2016-04-06 07:15:26.880814
6243|5961|1|1|0|36000|0|2|6243|1|2016-04-06 07:15:31.865090
6244|5962|1|1|0|36000|0|2|6244|1|2016-04-06 07:15:37.027868
6245|5963|1|1|0|36000|0|2|6245|1|2016-04-06 07:15:42.169994
6246|5964|1|1|0|36000|0|2|6246|1|2016-04-06 07:15:47.106617
6247|5965|1|1|0|36000|0|2|6247|1|2016-04-06 07:15:52.278037
6248|5966|1|1|0|36000|0|2|6248|1|2016-04-06 07:15:57.403741
6249|5967|1|1|0|36000|0|2|6249|1|2016-04-06 07:16:02.580407
6250|5968|1|1|0|36000|0|2|6250|1|2016-04-06 07:16:07.654743
6251|5969|1|1|0|36000|0|2|6251|1|2016-04-06 07:16:12.831241
6252|5970|1|1|0|36000|0|2|6252|1|2016-04-06 07:16:17.878569
6253|5971|1|1|0|36000|0|2|6253|1|2016-04-06 07:16:22.927796
6254|5972|1|1|0|36000|0|2|6254|1|2016-04-06 07:16:28.100543
6255|5973|1|1|0|36000|0|2|6255|1|2016-04-06 07:16:33.285065
6256|5974|1|1|0|36000|0|2|6256|1|2016-04-06 07:16:38.345160
6257|5975|1|1|0|36000|0|2|6257|1|2016-04-06 07:16:43.406792
6258|5976|1|1|0|36000|0|2|6258|1|2016-04-06 07:16:48.471011
6259|5977|1|1|0|36000|0|2|6259|1|2016-04-06 07:16:53.645064
6260|5978|1|1|0|36000|0|2|6260|1|2016-04-06 07:16:58.722567
6261|5979|1|1|0|36000|0|2|6261|1|2016-04-06 07:17:03.888572
6262|5980|1|1|0|36000|0|2|6262|1|2016-04-06 07:17:09.055173
6263|5981|1|1|0|36000|0|2|6263|1|2016-04-06 07:17:14.023548
6264|5982|1|1|0|36000|0|2|6264|1|2016-04-06 07:17:19.211566
6265|5983|1|1|0|36000|0|2|6265|1|2016-04-06 07:17:24.274247
6266|5984|1|1|0|36000|0|2|6266|1|2016-04-06 07:17:29.444399
6267|5985|1|1|0|36000|0|2|6267|1|2016-04-06 07:17:34.502691
6268|5986|1|1|0|36000|0|2|6268|1|2016-04-06 07:17:39.681810
6269|5987|1|1|0|36000|0|2|6269|1|2016-04-06 07:17:44.771866
6270|5988|1|1|0|36000|0|2|6270|1|2016-04-06 07:17:49.932560
6271|5989|1|1|0|36000|0|2|6271|1|2016-04-06 07:17:54.992972
6272|5990|1|1|0|36000|0|2|6272|1|2016-04-06 07:18:00.187928
6273|5991|1|1|0|36000|0|2|6273|1|2016-04-06 07:18:05.274828
6274|5992|1|1|0|36000|0|2|6274|1|2016-04-06 07:18:10.334971
6275|5993|1|1|0|36000|0|2|6275|1|2016-04-06 07:18:15.491846
6276|5994|1|1|0|36000|0|2|6276|1|2016-04-06 07:18:20.558120
6277|5995|1|1|0|36000|0|2|6277|1|2016-04-06 07:18:25.605204
6278|5996|1|1|0|36000|0|2|6278|1|2016-04-06 07:18:30.777652
6279|5997|1|1|0|36000|0|2|6279|1|2016-04-06 07:18:35.919421
6280|5998|1|1|0|36000|0|2|6280|1|2016-04-06 07:18:40.993926
6281|5999|1|1|0|36000|0|2|6281|1|2016-04-06 07:18:46.056756
6282|6000|1|1|0|36000|0|2|6282|1|2016-04-06 07:18:51.226301
6283|6001|1|1|0|36000|0|2|6283|1|2016-04-06 07:18:56.286925
6284|6002|1|1|0|36000|0|2|6284|1|2016-04-06 07:19:01.441197
6285|6003|1|1|0|36000|0|2|6285|1|2016-04-06 07:19:06.580394
6286|6004|1|1|0|36000|0|2|6286|1|2016-04-06 07:19:11.710275
6287|6005|1|1|0|36000|0|2|6287|1|2016-04-06 07:19:16.834445
6288|6006|1|1|0|36000|0|2|6288|1|2016-04-06 07:19:21.958189
6289|6007|1|1|0|36000|0|2|6289|1|2016-04-06 07:19:26.990688
6290|6008|1|1|0|36000|0|2|6290|1|2016-04-06 07:19:32.117079
6291|6009|1|1|0|36000|0|2|6291|1|2016-04-06 07:19:37.254765
6292|6010|1|1|0|36000|0|2|6292|1|2016-04-06 07:19:42.272788
6293|6011|1|1|0|36000|0|2|6293|1|2016-04-06 07:19:47.318687
6294|6012|1|1|0|36000|0|2|6294|1|2016-04-06 07:19:52.486796
6295|6013|1|1|0|36000|0|2|6295|1|2016-04-06 07:19:57.567934
6296|6014|1|1|0|36000|0|2|6296|1|2016-04-06 07:20:02.738964
6297|6015|1|1|0|36000|0|2|6297|1|2016-04-06 07:20:07.815821
6298|6016|1|1|0|36000|0|2|6298|1|2016-04-06 07:20:12.905039
6299|6017|1|1|0|36000|0|2|6299|1|2016-04-06 07:20:18.087456
6300|6018|1|1|0|36000|0|2|6300|1|2016-04-06 07:20:23.167936
6301|6019|1|1|0|36000|0|2|6301|1|2016-04-06 07:20:28.216031
6302|6020|1|1|0|36000|0|2|6302|1|2016-04-06 07:20:33.363586
6303|6021|1|1|0|36000|0|2|6303|1|2016-04-06 07:20:38.417229
6304|6022|1|1|0|36000|0|2|6304|1|2016-04-06 07:20:43.543019
6305|6023|1|1|0|36000|0|2|6305|1|2016-04-06 07:20:48.566261
6306|6024|1|1|0|36000|0|2|6306|1|2016-04-06 07:20:53.604191
6307|6025|1|1|0|36000|0|2|6307|1|2016-04-06 07:20:58.740317
6308|6026|1|1|0|36000|0|2|6308|1|2016-04-06 07:21:03.897759
6309|6027|1|1|0|36000|0|2|6309|1|2016-04-06 07:21:09.043832
6310|6028|1|1|0|36000|0|2|6310|1|2016-04-06 07:21:14.097992
6311|6029|1|1|0|36000|0|2|6311|1|2016-04-06 07:21:19.258753
6312|6030|1|1|0|36000|0|2|6312|1|2016-04-06 07:21:24.293145
6313|6031|1|1|0|36000|0|2|6313|1|2016-04-06 07:21:29.448614
6314|6032|1|1|0|36000|0|2|6314|1|2016-04-06 07:21:34.481374
6315|6033|1|1|0|36000|0|2|6315|1|2016-04-06 07:21:39.705886
6316|6034|1|1|0|36000|0|2|6316|1|2016-04-06 07:21:44.716147
6317|6035|1|1|0|36000|0|2|6317|1|2016-04-06 07:21:49.739880
6318|6036|1|1|0|36000|0|2|6318|1|2016-04-06 07:21:54.885949
6319|6037|1|1|0|36000|0|2|6319|1|2016-04-06 07:22:00.137556
6320|6038|1|1|0|36000|0|2|6320|1|2016-04-06 07:22:05.107897
6321|6039|1|1|0|36000|0|2|6321|1|2016-04-06 07:22:10.196417
6322|6040|1|1|0|36000|0|2|6322|1|2016-04-06 07:22:15.273791
6323|6041|1|1|0|36000|0|2|6323|1|2016-04-06 07:22:20.472544
6324|6042|1|1|0|36000|0|2|6324|1|2016-04-06 07:22:25.515452
6325|6043|1|1|0|36000|0|2|6325|1|2016-04-06 07:22:30.582644
6326|6044|1|1|0|36000|0|2|6326|1|2016-04-06 07:22:35.688526
6327|6045|1|1|0|36000|0|2|6327|1|2016-04-06 07:22:40.779614
6328|6046|1|1|0|36000|0|2|6328|1|2016-04-06 07:22:45.945873
6329|6047|1|1|0|36000|0|2|6329|1|2016-04-06 07:22:51.024996
6330|6048|1|1|0|36000|0|2|6330|1|2016-04-06 07:22:56.121984
6331|6049|1|1|0|36000|0|2|6331|1|2016-04-06 07:23:01.201841
6332|6050|1|1|0|36000|0|2|6332|1|2016-04-06 07:23:06.418251
6333|6051|1|1|0|36000|0|2|6333|1|2016-04-06 07:23:11.511122
6334|6052|1|1|0|36000|0|2|6334|1|2016-04-06 07:23:16.602388
6335|6053|1|1|0|36000|0|2|6335|1|2016-04-06 07:23:21.755129
6336|6054|1|1|0|36000|0|2|6336|1|2016-04-06 07:23:26.835577
6337|6055|1|1|0|36000|0|2|6337|1|2016-04-06 07:23:31.934660
6338|6056|1|1|0|36000|0|2|6338|1|2016-04-06 07:23:37.109364
6339|6057|1|1|0|36000|0|2|6339|1|2016-04-06 07:23:42.206330
6340|6058|1|1|0|36000|0|2|6340|1|2016-04-06 07:23:47.302448
6341|6059|1|1|0|36000|0|2|6341|1|2016-04-06 07:23:52.406850
6342|6060|1|1|0|36000|0|2|6342|1|2016-04-06 07:23:57.520305
6343|6061|1|1|0|36000|0|2|6343|1|2016-04-06 07:24:02.703983
6344|6062|1|1|0|36000|0|2|6344|1|2016-04-06 07:24:07.668472
6345|6063|1|1|0|36000|0|2|6345|1|2016-04-06 07:24:12.778327
6346|6064|1|1|0|36000|0|2|6346|1|2016-04-06 07:24:17.886656
6347|6065|1|1|0|36000|0|2|6347|1|2016-04-06 07:24:22.986463
6348|6066|1|1|0|36000|0|2|6348|1|2016-04-06 07:24:28.028312
6349|6067|1|1|0|36000|0|2|6349|1|2016-04-06 07:24:33.103989
6350|6068|1|1|0|36000|0|2|6350|1|2016-04-06 07:24:38.240257
6351|6069|1|1|0|36000|0|2|6351|1|2016-04-06 07:24:43.461121
6352|6070|1|1|0|36000|0|2|6352|1|2016-04-06 07:24:48.560782
6353|6071|1|1|0|36000|0|2|6353|1|2016-04-06 07:24:53.610172
6354|6072|1|1|0|36000|0|2|6354|1|2016-04-06 07:24:58.759501
6355|6073|1|1|0|36000|0|2|6355|1|2016-04-06 07:25:03.909149
6356|6074|1|1|0|36000|0|2|6356|1|2016-04-06 07:25:09.085738
6357|6075|1|1|0|36000|0|2|6357|1|2016-04-06 07:25:14.131000
6358|6076|1|1|0|36000|0|2|6358|1|2016-04-06 07:25:19.197446
6359|6077|1|1|0|36000|0|2|6359|1|2016-04-06 07:25:24.419223
6360|6078|1|1|0|36000|0|2|6360|1|2016-04-06 07:25:29.421838
6361|6079|1|1|0|36000|0|2|6361|1|2016-04-06 07:25:34.531281
6362|6080|1|1|0|36000|0|2|6362|1|2016-04-06 07:25:39.615498
6363|6081|1|1|0|36000|0|2|6363|1|2016-04-06 07:25:44.719142
6364|6082|1|1|0|36000|0|2|6364|1|2016-04-06 07:25:49.802447
6365|6083|1|1|0|36000|0|2|6365|1|2016-04-06 07:25:54.898433
6366|6084|1|1|0|36000|0|2|6366|1|2016-04-06 07:25:59.978950
6367|6085|1|1|0|36000|0|2|6367|1|2016-04-06 07:26:05.090466
6368|6086|1|1|0|36000|0|2|6368|1|2016-04-06 07:26:10.192668
6369|6087|1|1|0|36000|0|2|6369|1|2016-04-06 07:26:15.251717
6370|6088|1|1|0|36000|0|2|6370|1|2016-04-06 07:26:20.416547
6371|6089|1|1|0|36000|0|2|6371|1|2016-04-06 07:26:25.616051
6372|6090|1|1|0|36000|0|2|6372|1|2016-04-06 07:26:30.682421
6373|6091|1|1|0|36000|0|2|6373|1|2016-04-06 07:26:35.859921
6374|6092|1|1|0|36000|0|2|6374|1|2016-04-06 07:26:40.899026
6375|6093|1|1|0|36000|0|2|6375|1|2016-04-06 07:26:46.080531
6376|6094|1|1|0|36000|0|2|6376|1|2016-04-06 07:26:51.162153
6377|6095|1|1|0|36000|0|2|6377|1|2016-04-06 07:26:56.276821
6378|6096|1|1|0|36000|0|2|6378|1|2016-04-06 07:27:01.402754
6379|6097|1|1|0|36000|0|2|6379|1|2016-04-06 07:27:06.618223
6380|6098|1|1|0|36000|0|2|6380|1|2016-04-06 07:27:11.583291
6381|6099|1|1|0|36000|0|2|6381|1|2016-04-06 07:27:16.673001
6382|6100|1|1|0|36000|0|2|6382|1|2016-04-06 07:27:21.782439
6383|6101|1|1|0|36000|0|2|6383|1|2016-04-06 07:27:26.877929
6384|6102|1|1|0|36000|0|2|6384|1|2016-04-06 07:27:31.966283
6385|6103|1|1|0|36000|0|2|6385|1|2016-04-06 07:27:37.084649
6386|6104|1|1|0|36000|0|2|6386|1|2016-04-06 07:27:42.087528
6387|6105|1|1|0|36000|0|2|6387|1|2016-04-06 07:27:47.223675
6388|6106|1|1|0|36000|0|2|6388|1|2016-04-06 07:27:52.367103
6389|6107|1|1|0|36000|0|2|6389|1|2016-04-06 07:27:57.487265
6390|6108|1|1|0|36000|0|2|6390|1|2016-04-06 07:28:02.580046
6391|6109|1|1|0|36000|0|2|6391|1|2016-04-06 07:28:07.689921
6392|6110|1|1|0|36000|0|2|6392|1|2016-04-06 07:28:12.901500
6393|6111|1|1|0|36000|0|2|6393|1|2016-04-06 07:28:17.999444
6394|6112|1|1|0|36000|0|2|6394|1|2016-04-06 07:28:23.110630
6395|6113|1|1|0|36000|0|2|6395|1|2016-04-06 07:28:28.225484
6396|6114|1|1|0|36000|0|2|6396|1|2016-04-06 07:28:33.332257
6397|6115|1|1|0|36000|0|2|6397|1|2016-04-06 07:28:38.456193
6398|6116|1|1|0|36000|0|2|6398|1|2016-04-06 07:28:43.567795
6399|6117|1|1|0|36000|0|2|6399|1|2016-04-06 07:28:48.662165
6400|6118|1|1|0|36000|0|2|6400|1|2016-04-06 07:28:53.791471
6401|6119|1|1|0|36000|0|2|6401|1|2016-04-06 07:28:58.812764
6402|6120|1|1|0|36000|0|2|6402|1|2016-04-06 07:29:04.034289
6403|6121|1|1|0|36000|0|2|6403|1|2016-04-06 07:29:09.053865
6404|6122|1|1|0|36000|0|2|6404|1|2016-04-06 07:29:14.144381
6405|6123|1|1|0|36000|0|2|6405|1|2016-04-06 07:29:19.189188
6406|6124|1|1|0|36000|0|2|6406|1|2016-04-06 07:29:24.420949
6407|6125|1|1|0|36000|0|2|6407|1|2016-04-06 07:29:29.431684
6408|6126|1|1|0|36000|0|2|6408|1|2016-04-06 07:29:34.552678
6409|6127|1|1|0|36000|0|2|6409|1|2016-04-06 07:29:39.650512
6410|6128|1|1|0|36000|0|2|6410|1|2016-04-06 07:29:44.701309
6411|6129|1|1|0|36000|0|2|6411|1|2016-04-06 07:29:49.917152
6412|6130|1|1|0|36000|0|2|6412|1|2016-04-06 07:29:55.058125
6413|6131|1|1|0|36000|0|2|6413|1|2016-04-06 07:30:00.064815
6414|6132|1|1|0|36000|0|2|6414|1|2016-04-06 07:30:05.202775
6415|6133|1|1|0|36000|0|2|6415|1|2016-04-06 07:30:10.316513
6416|6134|1|1|0|36000|0|2|6416|1|2016-04-06 07:30:15.490080
6417|6135|1|1|0|36000|0|2|6417|1|2016-04-06 07:30:20.613086
6418|6136|1|1|0|36000|0|2|6418|1|2016-04-06 07:30:25.741990
6419|6137|1|1|0|36000|0|2|6419|1|2016-04-06 07:30:30.789305
6420|6138|1|1|0|36000|0|2|6420|1|2016-04-06 07:30:35.806205
6421|6139|1|1|0|36000|0|2|6421|1|2016-04-06 07:30:40.897259
6422|6140|1|1|0|36000|0|2|6422|1|2016-04-06 07:30:45.916092
6423|6141|1|1|0|36000|0|2|6423|1|2016-04-06 07:30:51.022172
6424|6142|1|1|0|36000|0|2|6424|1|2016-04-06 07:30:56.148830
6425|6143|1|1|0|36000|0|2|6425|1|2016-04-06 07:31:01.232673
6426|6144|1|1|0|36000|0|2|6426|1|2016-04-06 07:31:06.419490
6427|6145|1|1|0|36000|0|2|6427|1|2016-04-06 07:31:11.484483
6428|6146|1|1|0|36000|0|2|6428|1|2016-04-06 07:31:16.601406
6429|6147|1|1|0|36000|0|2|6429|1|2016-04-06 07:31:21.660508
6430|6148|1|1|0|36000|0|2|6430|1|2016-04-06 07:31:26.714976
6431|6149|1|1|0|36000|0|2|6431|1|2016-04-06 07:31:31.802810
6432|6150|1|1|0|36000|0|2|6432|1|2016-04-06 07:31:36.903083
6433|6151|1|1|0|36000|0|2|6433|1|2016-04-06 07:31:42.004498
6434|6152|1|1|0|36000|0|2|6434|1|2016-04-06 07:31:47.242235
6435|6153|1|1|0|36000|0|2|6435|1|2016-04-06 07:31:52.330429
6436|6154|1|1|0|36000|0|2|6436|1|2016-04-06 07:31:57.448179
6437|6155|1|1|0|36000|0|2|6437|1|2016-04-06 07:32:02.535201
6438|6156|1|1|0|36000|0|2|6438|1|2016-04-06 07:32:07.660576
6439|6157|1|1|0|36000|0|2|6439|1|2016-04-06 07:32:12.789232
6440|6158|1|1|0|36000|0|2|6440|1|2016-04-06 07:32:17.908449
6441|6159|1|1|0|36000|0|2|6441|1|2016-04-06 07:32:22.917434
6442|6160|1|1|0|36000|0|2|6442|1|2016-04-06 07:32:27.950020
6443|6161|1|1|0|36000|0|2|6443|1|2016-04-06 07:32:33.175067
6444|6162|1|1|0|36000|0|2|6444|1|2016-04-06 07:32:38.289777
6445|6163|1|1|0|36000|0|2|6445|1|2016-04-06 07:32:43.287074
6446|6164|1|1|0|36000|0|2|6446|1|2016-04-06 07:32:48.488262
6447|6165|1|1|0|36000|0|2|6447|1|2016-04-06 07:32:53.478016
6448|6166|1|1|0|36000|0|2|6448|1|2016-04-06 07:32:58.672922
6449|6167|1|1|0|36000|0|2|6449|1|2016-04-06 07:33:03.694348
6450|6168|1|1|0|36000|0|2|6450|1|2016-04-06 07:33:08.833535
6451|6169|1|1|0|36000|0|2|6451|1|2016-04-06 07:33:13.962269
6452|6170|1|1|0|36000|0|2|6452|1|2016-04-06 07:33:19.097983
6453|6171|1|1|0|36000|0|2|6453|1|2016-04-06 07:33:24.256576
6454|6172|1|1|0|36000|0|2|6454|1|2016-04-06 07:33:29.271306
6455|6173|1|1|0|36000|0|2|6455|1|2016-04-06 07:33:34.417456
6456|6174|1|1|0|36000|0|2|6456|1|2016-04-06 07:33:39.567833
6457|6175|1|1|0|36000|0|2|6457|1|2016-04-06 07:33:44.570865
6458|6176|1|1|0|36000|0|2|6458|1|2016-04-06 07:33:49.688088
6459|6177|1|1|0|36000|0|2|6459|1|2016-04-06 07:33:54.918450
6460|6178|1|1|0|36000|0|2|6460|1|2016-04-06 07:33:59.920097
6461|6179|1|1|0|36000|0|2|6461|1|2016-04-06 07:34:05.044718
6462|6180|1|1|0|36000|0|2|6462|1|2016-04-06 07:34:10.146365
6463|6181|1|1|0|36000|0|2|6463|1|2016-04-06 07:34:15.261023
6464|6182|1|1|0|36000|0|2|6464|1|2016-04-06 07:34:20.383856
6465|6183|1|1|0|36000|0|2|6465|1|2016-04-06 07:34:25.459129
6466|6184|1|1|0|36000|0|2|6466|1|2016-04-06 07:34:30.646751
6467|6185|1|1|0|36000|0|2|6467|1|2016-04-06 07:34:35.718380
6468|6186|1|1|0|36000|0|2|6468|1|2016-04-06 07:34:40.786274
6469|6187|1|1|0|36000|0|2|6469|1|2016-04-06 07:34:45.874498
6470|6188|1|1|0|36000|0|2|6470|1|2016-04-06 07:34:50.999759
6471|6189|1|1|0|36000|0|2|6471|1|2016-04-06 07:34:56.160483
6472|6190|1|1|0|36000|0|2|6472|1|2016-04-06 07:35:01.276388
6473|6191|1|1|0|36000|0|2|6473|1|2016-04-06 07:35:06.407386
6474|6192|1|1|0|36000|0|2|6474|1|2016-04-06 07:35:11.530556
6475|6193|1|1|0|36000|0|2|6475|1|2016-04-06 07:35:16.644026
6476|6194|1|1|0|36000|0|2|6476|1|2016-04-06 07:35:21.634498
6477|6195|1|1|0|36000|0|2|6477|1|2016-04-06 07:35:26.700297
6478|6196|1|1|0|36000|0|2|6478|1|2016-04-06 07:35:31.897437
6479|6197|1|1|0|36000|0|2|6479|1|2016-04-06 07:35:36.965391
6480|6198|1|1|0|36000|0|2|6480|1|2016-04-06 07:35:42.082822
6481|6199|1|1|0|36000|0|2|6481|1|2016-04-06 07:35:47.126426
6482|6200|1|1|0|36000|0|2|6482|1|2016-04-06 07:35:52.262610
6483|6201|1|1|0|36000|0|2|6483|1|2016-04-06 07:35:57.389879
6484|6202|1|1|0|36000|0|2|6484|1|2016-04-06 07:36:02.522682
6485|6203|1|1|0|36000|0|2|6485|1|2016-04-06 07:36:07.658573
6486|6204|1|1|0|36000|0|2|6486|1|2016-04-06 07:36:12.803973
6487|6205|1|1|0|36000|0|2|6487|1|2016-04-06 07:36:17.810388
6488|6206|1|1|0|36000|0|2|6488|1|2016-04-06 07:36:22.925126
6489|6207|1|1|0|36000|0|2|6489|1|2016-04-06 07:36:28.029406
6490|6208|1|1|0|36000|0|2|6490|1|2016-04-06 07:36:33.212408
